,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Memo
0,2000-01-01 00:00:00,0.0,0.0,0.0,
1,2000-01-02 00:00:00,0.0,0.0,0.0,
2,2000-01-03 00:00:00,0.0,0.0,0.0,
3,2000-01-04 00:00:00,0.0,0.0,0.0,
4,2000-01-05 00:00:00,0.0,0.0,0.0,
5,2000-01-06 00:00:00,0.0,0.0,0.0,
6,2000-01-07 00:00:00,0.0,0.0,0.0,
7,2000-01-08 00:00:00,0.0,0.0,0.0,
8,2000-01-09 00:00:00,0.0,0.0,0.0,
9,2000-01-10 00:00:00,0.0,0.0,0.0,
10,2000-01-11 00:00:00,0.0,0.0,0.0,
11,2000-01-12 00:00:00,0.0,0.0,0.0,
12,2000-01-13 00:00:00,0.0,0.0,0.0,
13,2000-01-14 00:00:00,0.0,0.0,0.0,
14,2000-01-15 00:00:00,0.0,0.0,0.0,
15,2000-01-16 00:00:00,0.0,0.0,0.0,
16,2000-01-17 00:00:00,0.0,0.0,0.0,
17,2000-01-18 00:00:00,0.0,0.0,0.0,
18,2000-01-19 00:00:00,0.0,0.0,0.0,
19,2000-01-20 00:00:00,0.0,0.0,0.0,
20,2000-01-21 00:00:00,0.0,0.0,0.0,
21,2000-01-22 00:00:00,0.0,0.0,0.0,
22,2000-01-23 00:00:00,0.0,0.0,0.0,
23,2000-01-24 00:00:00,0.0,0.0,0.0,
24,2000-01-25 00:00:00,0.0,0.0,0.0,
25,2000-01-26 00:00:00,0.0,0.0,0.0,
26,2000-01-27 00:00:00,0.0,0.0,0.0,
27,2000-01-28 00:00:00,0.0,0.0,0.0,
28,2000-01-29 00:00:00,0.0,0.0,0.0,
29,2000-01-30 00:00:00,0.0,0.0,0.0,
30,2000-01-31 00:00:00,0.0,0.0,0.0,
31,2000-02-01 00:00:00,0.0,0.0,0.0,
