,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Marginal Interest,Net Gain,Net Loss,Net Worth,Loan Total,CC Debt Total,Liquid Total,Memo Directives,Memo
0,20241012,2479.42,0.0,12609.79,0.0,0.0,0.0,-10130.37,0.0,12609.79,2479.42,,
1,20241112,1179.42,0,10249.42,304.63,1060.37,0.0,-9070.0,0.0,10249.42,1179.42,ADDTL CC PAYMENT (Checking -$4000.00); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$4000.00); CC INTEREST (Credit: Prev Stmt Bal +$304.63); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.00); food x32 (Credit -$640.00); repay dad (Checking -$500.00); phone (Credit -$250.00); gas x2 (Credit -$160.00); storage unit rent (Credit -$100.00); car insurance (Credit -$95.00); parking (Credit -$50.00); hulu (Credit -$20.00); ai daddy (Credit -$20.00)
2,20241212,1629.42,0,9792.03,247.61,907.3899999999999,0.0,-8162.610000000001,0.0,9792.03,1629.42,ADDTL CC PAYMENT (Checking -$2000.00); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2000.00); CC INTEREST (Credit: Prev Stmt Bal +$247.61); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.00); food x30 (Credit -$600.00); repay dad (Checking -$500.00); phone (Credit -$250.00); fake loan payment (Checking -$250.00); gas x2 (Credit -$160.00); storage unit rent (Credit -$100.00); car insurance (Credit -$95.00); parking (Credit -$50.00); ai daddy (Credit -$20.00); hulu (Credit -$20.00)
3,20250112,2079.42,0,9343.59,236.56,898.44,0.0,-7264.17,0.0,9343.59,2079.42,ADDTL CC PAYMENT (Checking -$2000.00); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2000.00); CC INTEREST (Credit: Prev Stmt Bal +$236.56); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.00); food x31 (Credit -$620.00); repay dad (Checking -$500.00); phone (Credit -$250.00); fake loan payment (Checking -$250.00); gas x2 (Credit -$160.00); storage unit rent (Credit -$100.00); car insurance (Credit -$95.00); parking (Credit -$50.00); hulu (Credit -$20.00); ai daddy (Credit -$20.00)
4,20250212,2129.42,0,8964.32,225.73,429.27,0.0,-6834.9,0.0,8964.32,2129.42,ADDTL CC PAYMENT (Checking -$2000.00); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2000.00); CC INTEREST (Credit: Prev Stmt Bal +$225.73); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.00); food x31 (Credit -$620.00); repay dad (Checking -$500.00); sjcc spring 2025 tuition (Checking -$400.00); phone (Credit -$250.00); fake loan payment (Checking -$250.00); gas x3 (Credit -$240.00); storage unit rent (Credit -$100.00); car insurance (Credit -$95.00); parking (Credit -$50.00); hulu (Credit -$20.00); ai daddy (Credit -$20.00)
5,20250312,2579.42,0,8435.880000000001,216.56,978.44,0.0,-5856.460000000001,0.0,8435.880000000001,2579.42,ADDTL CC PAYMENT (Checking -$2000.00); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2000.00); CC INTEREST (Credit: Prev Stmt Bal +$216.56); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.00); food x28 (Credit -$560.00); repay dad (Checking -$500.00); phone (Credit -$250.00); fake loan payment (Checking -$250.00); gas x2 (Credit -$160.00); storage unit rent (Credit -$100.00); car insurance (Credit -$95.00); parking (Credit -$50.00); hulu (Credit -$20.00); ai daddy (Credit -$20.00)
6,20250412,4629.42,0,7954.68,203.8,2531.2,0.0,-3325.26,0.0,7954.68,4629.42,ADDTL CC PAYMENT (Checking -$2000.00); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2000.00); CC INTEREST (Credit: Prev Stmt Bal +$203.80); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x3 (Checking +$4800.00); food x31 (Credit -$620.00); repay dad (Checking -$500.00); phone (Credit -$250.00); fake loan payment (Checking -$250.00); gas x2 (Credit -$160.00); storage unit rent (Credit -$100.00); car insurance (Credit -$95.00); parking (Credit -$50.00); hulu (Credit -$20.00); ai daddy (Credit -$20.00)
7,20250512,5079.42,0,7441.85,192.17,962.8299999999999,0.0,-2362.4300000000003,0.0,7441.85,5079.42,ADDTL CC PAYMENT (Checking -$2000.00); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2000.00); CC INTEREST (Credit: Prev Stmt Bal +$192.17); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.00); food x30 (Credit -$600.00); repay dad (Checking -$500.00); phone (Credit -$250.00); fake loan payment (Checking -$250.00); gas x2 (Credit -$160.00); storage unit rent (Credit -$100.00); car insurance (Credit -$95.00); parking (Credit -$50.00); ai daddy (Credit -$20.00); hulu (Credit -$20.00)
8,20250612,5129.42,0,6936.63,179.78,555.2199999999998,0.0,-1807.21,0.0,6936.63,5129.42,ADDTL CC PAYMENT (Checking -$2000.00); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2000.00); CC INTEREST (Credit: Prev Stmt Bal +$179.78); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.00); food x31 (Credit -$620.00); repay dad (Checking -$500.00); sjcc summer 2025 tuition (Checking -$400.00); phone (Credit -$250.00); fake loan payment (Checking -$250.00); gas x2 (Credit -$160.00); storage unit rent (Credit -$100.00); car insurance (Credit -$95.00); parking (Credit -$50.00); hulu (Credit -$20.00); ai daddy (Credit -$20.00)
9,20250712,5579.42,0,6399.21,167.58,987.4200000000001,0.0,-819.79,0.0,6399.21,5579.42,ADDTL CC PAYMENT (Checking -$2000.00); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2000.00); CC INTEREST (Credit: Prev Stmt Bal +$167.58); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.00); food x30 (Credit -$600.00); repay dad (Checking -$500.00); phone (Credit -$250.00); fake loan payment (Checking -$250.00); gas x2 (Credit -$160.00); storage unit rent (Credit -$100.00); car insurance (Credit -$95.00); parking (Credit -$50.00); hulu (Credit -$20.00); ai daddy (Credit -$20.00)
